Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
8	00:41:29.02	IP_JA	Und das, was, wa... was uns, äh, am meisten fehlt an Geld, da könnten wir Ja da hin greifen, wo es am üppigsten ausgegeben wird, und dann sind wir Ja wieder beim Thema Nummer eins, und das ist die Rüstung.								
8	00:41:42.11	INT_AKE	Hm								
8	00:41:44.02	IP_JA	Und ich bin augenblicklich dabei, denn am, äh, auf dem 26. Parteitag …								
8	00:41:50.21	IP_JA	Habt ihr (???)								
8	00:41:51.16	INT_AKE	Ich mach' jetzt 'mal zu, ne, weil (???)								
8	00:41:53.12	IP_JA	[räuspert sich]								
8	00:41:53.18	IP_JA	<***>								
9	00:00:07.14	IP_JA	(???) Programme, wirklich.								
9	00:00:09.17	INT_AKE	Hm								
9	00:00:10.14	IP_JA	Und dann hat man das auch manchmal, hat man gesagt:								
9	00:00:13.03	INT_AKE	Ja, bisschen getan								
9	00:00:13.15	IP_JA	„Och, bring sie da mit, bring sie rein.“								
9	00:00:16.05	INT_AKE	Hm								
9	00:00:16.17	IP_JA	Und die haben es auch gerne angenommen, die Kinder.								
9	00:00:18.16	IP_JA	Ich hatte liebe Kinder – bis dato.								
9	00:00:22.07	INT_AKE	Wann sind Sie abends noch 'mal ins Bett gegangen?								
9	00:00:25.02	IP_JA	Ja, ich bin oftmals sehr früh gegangen.								
9	00:00:27.18	IP_JA	9 Uhr, weil ich dann tatsächlich erschöpft war.								
9	00:00:28.17	INT_AKE	Hm.								
9	00:00:31.04	INT_AKE	Hm								
9	00:00:31.18	IP_JA	Haup...								
9	00:00:31.24	IP_JA	Ich hab' auch abends dann nach Fernsehen und so nichts gefragt.								
9	00:00:35.02	INT_AKE	Hm								
9	00:00:35.20	IP_JA	Und bei uns kam auch noch eine Sache hinzu, wir hatten ja nun unseren Haushalt, als wir hier einzogen, unsere Familie immer auf die beiden vorbedacht und programmiert, ne.								
9	00:00:45.19	INT_AKE	Hm								
9	00:00:47.02	IP_JA	Zwei Kinder, auch dafür das Kinderzimmer soweit eingerichtet. [kurze Pause]								
9	00:00:53.08	IP_JA	Und dann kam unser Willi.								
9	00:00:54.17	INT_AKE	Hm								
9	00:00:55.20	IP_JA	Und das war schwierig, der Willi hat zwischen uns gelegen, zwischen meinem Mann und mir.								
9	00:01:01.08	INT_AKE	Hm								
9	00:01:02.18	IP_JA	Also wir haben ja diese etwas breiteren ...								
9	00:01:03.11	INT_AKE	Das war auch platzmäßig schon schwierig, ja, hm								
9	00:01:04.23	IP_JA	Ja, wir hatten diese, haben ja diese breiteren Betten, ein Meter, und sonst sind sie ja meist 90.								
9	00:01:08.15	INT_AKE	Hm								
9	00:01:10.24	IP_JA	Und das macht schon 'was aus, wenn die nebeneinander stehen, ne, dadurch dass kein Rausfallen und so ist.								
9	00:01:13.13	INT_AKE	Hm								
9	00:01:16.18	IP_JA	Da hat unser Willi bis zu der Zeit, wo die Silvia heiratete – Silvia heiratete 68 ...								
9	00:01:26.01	INT_AKE	Hm								
9	00:01:26.14	IP_JA	Nö.								
9	00:01:28.04	IP_JA	Doch.								
9	00:01:29.00	INT_AKE	68 war sie 21								
9	00:01:29.23	IP_JA	Ja ja, ja ja.								
9	00:01:31.22	IP_JA	Also, [kurze Pause] ja ja, so lange haben wir das hingezogen.								
9	00:01:36.23	INT_AKE	Hm								
9	00:01:38.00	IP_JA	Ich meine, das war auch unüberlegt, wenn ich mir das heute, wenn ich ’s heut' noch 'mal zu tun hätte, würd' ich es nicht noch 'mal machen, ne.								
9	00:01:44.12	INT_AKE	Hm.								
9	00:01:45.18	INT_AKE	Ja, es war schwierig auf jeden Fall								
9	00:01:46.18	IP_JA	Es war sehr schwierig.								
9	00:01:47.22	INT_AKE	Weil dazu ist die Wohnung ja dann doch ein bisschen (klein ?), hm								
9	00:01:48.08	IP_JA	Noch zusätzlich zu allem anderen, ne, kam das auch noch hinzu, unser Willi war sehr wierig, der, äh …								
9	00:01:53.05	INT_AKE	Hm								
9	00:01:55.02	IP_JA	Überhaupt, seit der Schwangerschaft mit 'm Willi kannte ich keinen Schlaf mehr.								
9	00:01:59.16	INT_AKE	Hm								
9	00:02:00.17	IP_JA	Auch nachher nicht, erst jetzt die letzte Zeit, weil ich mir selbst so 'ne Kombination mit Tabletten gemacht habe.								
9	00:02:07.04	IP_JA	Ich hatte 'mal 'n Nervenzusammenbruch, und, äh, da hat man [räuspert sich] im Krankenhaus dann so einiges ausprobiert, weil ich immer gesagt hab':								
9	00:02:16.10	IP_JA	„Ich kann nicht schlafen“, ne.								
9	00:02:17.17	INT_AKE	Hm								
9	00:02:18.18	IP_JA	Und auch die haben es nicht geschafft im Krankenhaus, in vier Wochen nicht.								
9	00:02:23.00	IP_JA	Aber was man mir da verordnet hatte, ich war ja in der Psychiatrischen unten, ne, im Evangelischen Krankenhaus.								
9	00:02:27.03	INT_AKE	Hm								
9	00:02:30.05	IP_JA	Und was sie mir da verordnet hatten und mein Hausarzt, dann hab' ich mir das so, mach' ich dann abends zusammen und dann schlaf' ich.								
9	00:02:37.05	INT_AKE	Hm								
9	00:02:37.19	IP_JA	Sagen wir 'mal, bis etwas laut ist im Haus.								
9	00:02:40.08	IP_JA	Dann bin ich wach und dann schlaf' ich auch nicht mehr.								
9	00:02:40.10	INT_AKE	Hm.								
9	00:02:42.00	INT_AKE	(???), hm								
9	00:02:42.10	IP_JA	Dann bleib' ich so an der Oberfläche.								
9	00:02:44.08	IP_JA	Es ist mehr dann so 'n Trauma, ne.								
9	00:02:46.15	INT_AKE	Also so 'n bisschen dämmern so, hm								
9	00:02:47.16	IP_JA	Ja ja.								
9	00:02:48.18	IP_JA	Aber, äh, die Tabletten sind aber, enthalten keine [kurze Pause] Morph..., also kein Morphium, ne, dass man sich ...								
9	00:02:56.03	INT_AKE	Hm.								
9	00:02:57.17	INT_AKE	Da kann man sich nicht dran gewöhnen								
9	00:02:58.17	IP_JA	Nein.								
9	00:02:59.08	INT_AKE	Hm								
9	00:03:00.00	IP_JA	Ähm, da wär' ich nicht für zu haben gewesen, denn da, da gewöhnt man sich ja dann auch dran, ne.								
9	00:03:04.08	INT_AKE	[leise] (???) [sehr leise]								
9	00:03:06.22	INT_AKE	Ja, das stimmt, ja. [lauter]								
9	00:03:08.07	INT_AKE	Haben Sie eigentlich so oft das Gefühl gehabt, dass Sie mit Ihrer Hausarbeit so nicht fertig werden können oder dass (???)								
9	00:03:13.13	IP_JA	Ja, das war, wenn die Kinder ...								
9	00:03:14.24	IP_JA	Ja, ja ja, wenn die Kinder auch krank waren und, äh, überhaupt der Paul.								
9	00:03:17.20	INT_AKE	Hm								
9	00:03:20.20	IP_JA	Dann war ich ja tatsächlich, also alle drei Wochen lag der Paul, bis er zehn Jahre alt wurde, war der alle drei Wochen krank.								
9	00:03:24.20	INT_AKE	Hm.								
9	00:03:26.17	INT_AKE	Hm								
9	00:03:27.07	IP_JA	Und dann mussten sie auf Zehnspitzen gehen.								
9	00:03:30.03	IP_JA	Als wir in, in der Ruhrstaße wohnten, da war er ja noch klein – 53, sagen wir 'mal ab 53 –, ähm, da musst' ich die Blendladen zumachen.								
9	00:03:41.04	INT_AKE	Hm								
9	00:03:41.10	IP_JA	Dann hatte der so 'n hohes Fieber, und dann saß ich bei ihm am Be..., am, äh ...								
9	00:03:46.07	IP_JA	Wir hatten ihn dann in der Küche, weil das der einzige Raum war, wo wir geheizt haben, ne.								
9	00:03:51.08	INT_AKE	Hm								
9	00:03:51.24	IP_JA	Und dann saß ich da stundenlang neben dem Kind, der wollte meine Hand halten.								
9	00:03:56.03	INT_AKE	Hm								
9	00:03:56.20	IP_JA	Oder aber, was auch 'ne Eigenart war, wenn er krank war, dann haben wir ihn ins Schlafzimmer gelegt, und mein Mann stellte sich dann ans Fenster und musste ihm erzählen, was da alles sich abspielte auf der Straße, ne.								
9	00:04:09.07	INT_AKE	Draußen abspielt, hm.								
9	00:04:11.00	INT_AKE	Hm.								
9	00:04:11.22	INT_AKE	Haben Sie das dann in solchen Situationen sich so überlastet gefühlt, haben Sie 'mal bereut, so Kinder zu haben, geheiratet zu haben oder?								
9	00:04:14.19	IP_JA	Ja.								
9	00:04:16.08	IP_JA	Nein, nein, denn für mich war ja, äh, die Tatsache, äh ...								
9	00:04:21.24	IP_JA	Ich hab' Ihnen ja von der Scheinschwan..., äh, von der Scheinscha... – -schwangerschaft hab' ich ja erzählt, und das war für mich furchtbar, [Kinderschreien] ne, weil ich ja Kinder haben wollte.								
9	00:04:23.23	INT_AKE	Hm.								
9	00:04:28.08	INT_AKE	Hm.								
9	00:04:30.15	INT_AKE	Hm								
9	00:04:31.00	IP_JA	Um alles in der Welt.								
9	00:04:32.08	IP_JA	Und mein Vater ...								
9	00:04:34.00	IP_JA	Als ich mit 16 Jahren dann die doppelte Lungenentzündung hatte, da war ich ja zweimal, wo es nur noch ein Entweder-Oder gab.								
9	00:04:40.16	INT_AKE	Hm								
9	00:04:42.22	IP_JA	Die Krisenzeit war ja ...								
9	00:04:44.00	IP_JA	Heute, heute wär' das ja nicht in dem Maße, glaub' ich, vorgekommen, ne.								
9	00:04:47.15	INT_AKE	Ja, hm								
9	00:04:48.10	IP_JA	Man hatte ja damals nicht die Medikamente.								
9	00:04:51.15	IP_JA	Und, äh, da war ich dann auch, nach solch 'nem Anfall kam ich dann zu mir, und der Hausgeistliche war mit meinem Vater im, im Gespräch, und, äh, sie hatten wohl nicht damit gerechnet, dass ich wach bin jetzt oder dass ich aufwache, weil ich ja auch ohne Bewusstsein war vorher.								
9	00:05:05.14	INT_AKE	Hm								
9	00:05:11.03	IP_JA	Und dann bekam ich nur den Satz mit, den mein Vater sagte, und das muss man sich vorstellen, ne.								
9	00:05:16.22	IP_JA	Äh, weil er doch, äh, ohne Glauben war, ne, Freidenker – da sagte er zu dem, äh, Pater Volmerich, Wilhelm Volmerich hieß er:								
9	00:05:30.14	IP_JA	„Also, äh, Pater,“ sagt er, „wenn, [kurze Pause] wenn Sie mich fragen, dann möchte ich, wünsche ich, dass meine Tochter nicht heiratet.								
9	00:05:41.08	IP_JA	Ich wünsch' mir, dass sie ins Kloster geht.“								
9	00:05:45.02	IP_JA	Und der Pater hat wortwörtlich gesagt:								
9	00:05:48.24	IP_JA	„Herr Lascavi, das wäre das Schlimmste, was Sie Ihrem Kind antun können, denn dafür ist sie viel zu lebendig.“								
9	00:05:57.06	IP_JA	Hat er trotz allem, trotz meinem Kranksein, er hatte mich ja vorher kennengelernt, ne, da sagt er also:								
9	00:05:58.10	INT_AKE	Hm.								
9	00:05:59.22	INT_AKE	(???) schon, ja, hm								
9	00:06:02.16	IP_JA	„Ihre Tochter muss Leben um sich haben und muss auch Leben verbreiten können.“								
9	00:06:05.05	INT_AKE	Hm.								
9	00:06:07.06	INT_AKE	Hm								
9	00:06:07.23	IP_JA	Aber ich hab' ihm das nie gesagt, dass ich das gehört hab'. [kurze Pause]								
9	00:06:11.18	INT_AKE	Ist vielleicht auch besser [lacht]								
9	00:06:12.18	IP_JA	Ja.								
9	00:06:13.17	INT_AKE	(???)								
9	00:06:14.23	INT_AKE	Ähm, ich hab' noch eine Fra...								
9	00:06:16.12	IP_JA	Aber d... daraus ersehen Sie, ne, dass ich ...								
9	00:06:18.18	INT_AKE	Wie wichtig also Kinder für Sie sind, ja, hm								
9	00:06:19.15	IP_JA	Ja, für mich Kinder sind, weil ich ja auch zum Beruf mir ausgewählt hatte staatlich geprüfte Kindergärtnerin.								
9	00:06:25.11	INT_AKE	Ja, das stimmt, hm, ja								
9	00:06:27.04	IP_JA	Und das ist ja alles nicht ...								
9	00:06:28.12	IP_JA	Und so hab' ich aber an meinen Kindern das, glaub' ich, alles gemacht, was ich so hätte, äh, an Fremden getan.								
9	00:06:34.12	IP_JA	Denn wenn meine Kinder krank waren, und der Kinderarzt Dr. von (Kanstein ?) kam, ne, dann am Telefon schon hat er mir, äh, haben wir uns abgestimmt, äh, hab' ich Fieber gemessen und alles ihm erklärt, wie ‘s mit 'm Paul ist, ne.								
9	00:06:45.15	INT_AKE	Hm								
9	00:06:50.24	IP_JA	Dann hat er mir Verhaltungsmaßregeln schon gegeben, und das hab' ich nachher alles so übernommen, wenn der kam, dann sagte er immer:								
9	00:06:57.02	IP_JA	„Das Schlimmste ist schon überstanden.“								
9	00:06:59.05	INT_AKE	Hm								
9	00:06:59.17	IP_JA	Also er sagte, ich hätte 'ne ganz glückliche Hand in dieser Hinsicht.								
9	00:07:03.00	INT_AKE	Hm								
9	00:07:04.09	IP_JA	(???) (Tee ?) (???)								
9	00:07:04.14	INT_AKE	Äh, wenn Sie so die Hausarbeit, die Sie selber so machen mussten, in ihrer Menge, in ihrer Schwere, in ihrem [Klappern von Geschirr] Umfang vergleichen mit der, die Ihre Mutter machen musste – Dankeschön! –, ähm, was würden Sie da sagen, wer das leichter oder wer ‘s schwerer hatte?								
9	00:07:21.14	IP_JA	Meine Mutter hatte es schwerer. [Klappern von Geschirr]								
9	00:07:23.18	IP_JA	Selbst in der Zeit, wo ich noch nicht die Geräte hatte, hatte meine Mutter das entschieden schwerer, denn die Räumlichkeiten auch, [Klappern von Geschirr] die zwei Zimmer, und dann dies Abgesonderte mit dem Kran und alles waschen im Flur.								
9	00:07:33.19	INT_AKE	Hm[Klappern von Geschirr]								
9	00:07:39.24	IP_JA	Oder wenn wir uns badeten, es musste erst alles reingeholt werden, auf dem Herd erhitzt.								
9	00:07:45.10	INT_AKE	Hm								
9	00:07:46.02	IP_JA	Also das für mich heute unvorstellbar, und dann vier Kinder, die ja nun auch heranwuchsen, und die Wohnverhältnisse blieben.								
9	00:07:54.12	INT_AKE	Hm								
9	00:07:55.03	IP_JA	Als mein Bruder Soldat war, das war ja 1942, äh, kam er in Urlaub, der hat sich gebadet in der Küche, ja das hat uns gar nicht betroffen.								
9	00:08:07.16	INT_AKE	Hm								
9	00:08:07.21	IP_JA	Das war ganz selbstverständlich.								
9	00:08:09.19	IP_JA	Heute sagt man immer:								
9	00:08:10.16	IP_JA	„Das geht nicht, Junge und Mädchen“ und so, ne.								
9	00:08:13.02	IP_JA	Wir waren zwei Jungen und zwei Mädchen, das war ganz selbstverständlich.								
9	00:08:16.22	INT_AKE	Wurden die eigentlich früher nacheinander gebadet oder wie?								
9	00:08:18.20	IP_JA	Ja, zwei.								
9	00:08:19.06	INT_AKE	Hm								
9	00:08:20.05	IP_JA	Also als wir klein waren, die zwei Mädchen und nachher die beiden Jungen.								
9	00:08:23.05	INT_AKE	Hm.								
9	00:08:24.22	INT_AKE	Hm								
9	00:08:25.13	IP_JA	Und dann will ich auch noch 'mal etwas erzählen.								
9	00:08:28.08	IP_JA	Ging ich (???)								
9	00:08:28.14	INT_AKE	Der Vater saß aber nicht hinter der Zeitung, sondern …?								
9	00:08:31.04	IP_JA	Bitte?								
9	00:08:31.14	INT_AKE	Ich sag', Vater saß aber nicht in der Zeitung, äh, hinter der Zeitung?								
9	00:08:34.03	INT_AKE	Weil ich das schon gehört hab', dass der Vater sich hinter der Zeitung versteckt, [amüsiert] (???) Mädchen badet, ne								
9	00:08:35.12	IP_JA	Nein, nein, nee, das, das kenn' ich nicht.								
9	00:08:40.12	INT_AKE	Hm								
9	00:08:42.14	IP_JA	Ich bin 'mal zur Kirmes gewesen und ich hatte doch auch das schöne, lockige Haar, und da war so ein Propagandist, der sagte nun, wollte da seine Lockenwickler und so an den Mann bringen und suchte jetzt 'n Modell, ne.								
9	00:08:46.18	INT_AKE	Hm								
9	00:08:58.08	IP_JA	Und ich musste ja pünktlich zu Haus sein – alle.								
9	00:09:00.16	INT_AKE	Hm								
9	00:09:00.22	IP_JA	Das konnte sein, was wollte, mein Vater sagte immer:								
9	00:09:04.11	IP_JA	„Du kannst sein, wo du willst, und wenn du mit (???) zusammen bist, du musst dann und dann zuhause sein“, ne.								
9	00:09:09.02	INT_AKE	Hm								
9	00:09:10.05	IP_JA	Ach, und ich wollte doch so gerne da von dem da die Locken gewickelt kriegen.								
9	00:09:14.16	IP_JA	Und tatsächlich, obwohl ich doch 'n Kind war von acht bis zehn ...								
9	00:09:16.07	INT_AKE	War er auch schon weg (???)								
9	00:09:18.02	IP_JA	Nee, zwischen acht und zehn Jahre war ich doch alt, ne.								
9	00:09:21.24	IP_JA	Der holt mich da rauf, und jetzt hatte ich doch schon an für sich die Locken, und dann wickelt der die jetzt auf, da kam ich wie so 'ne Struwwelliese nach Hause, und war doch Samstag, wir mussten gebadet werden.								
9	00:09:25.02	INT_AKE	Hm.								
9	00:09:32.23	INT_AKE	Hm								
9	00:09:34.05	IP_JA	Und da wurde nicht nachgefragt, ich rein mit meinem Prachtkopp in das Badewasser, [lacht] da war alles weg, ne.								
9	00:09:40.08	INT_AKE	[lacht]								
9	00:09:41.09	IP_JA	Und Papa hat das noch nicht 'mal schön gefunden, wie ich jetzt aussah, ich hä... – dacht' ja, ...								
9	00:09:43.05	INT_AKE	Hm.								
9	00:09:44.06	INT_AKE	Und Sie waren stolz, ne?								
9	00:09:44.22	IP_JA	Ich hab' noch nur so in die Schaufensterscheiben geguckt, ne, vom Wildenbruch zur Wanner Straße.								
9	00:09:47.23	INT_AKE	Hm								
9	00:09:49.22	IP_JA	Ach, und ich hab' mich so schön gefunden, ich denk' jetzt:								
9	00:09:52.17	IP_JA	„Wenn du nach Hause kommst, was werden die alle gucken“, und das war Rubbel-die-Katz', war das weg [lacht]								
9	00:09:57.12	INT_AKE	[lacht]								
9	00:09:58.03	INT_AKE	(???), ne. [kurze Pause]								
9	00:10:03.09	INT_AKE	Wenn so Gänge zu Ämtern, zu Behörden, zur Schule wegen der Kinder, wer hat das bei Ihnen gemacht?								
9	00:10:11.04	INT_AKE	Ihr Mann?								
9	00:10:11.10	IP_JA	Der Vater.								
9	00:10:12.10	INT_AKE	Ja, ach so, bei, bei Ihnen zuhause also Ihr Vater, das ist ...								
9	00:10:14.11	IP_JA	Ja.								
9	00:10:15.07	INT_AKE	Aber so jetzt in Ihrer Ehe:								
9	00:10:16.17	INT_AKE	Ihr Mann oder haben Sie das gemacht?								
9	00:10:17.07	IP_JA	Ja, ja, ich würde auch sagen mein Mann.								
9	00:10:20.08	INT_AKE	Auch zur Sparkasse oder solche Dinge?								
9	00:10:20.14	IP_JA	Ich war einmal ...								
9	00:10:22.02	IP_JA	Ja, eben weil das ja bei uns, äh, alles doch über die Bank geht.								
9	00:10:26.21	INT_AKE	Hm, weil das war alles auch Geschäfts... (???)								
9	00:10:28.16	IP_JA	Ja, genau.								
9	00:10:29.21	IP_JA	Das macht bis heute noch mein Mann.								
9	00:10:31.20	INT_AKE	Hm								
9	00:10:32.07	IP_JA	Von Anfang an haben wir uns da so, äh, verstanden, ne.								
9	00:10:36.10	INT_AKE	Und in der Kindererziehung, wer hatte da …								
9	00:10:38.17	IP_JA	Beide gleich.								
9	00:10:40.12	INT_AKE	Haben Sie sich darüber auch unterhalten, (???) soll oder?								
9	00:10:41.22	IP_JA	Ja, aber sicher.								
9	00:10:43.05	IP_JA	Ganz, ganz und gar, denn, äh, die Kinder haben ja jeder den eigenen Charakter, sie sind ja nicht alle gleich gewesen, ne.								
9	00:10:48.19	INT_AKE	Hm								
9	00:10:50.20	IP_JA	Und dann auch der Altersunterschied.								
9	00:10:53.04	INT_AKE	Hm								
9	00:10:53.18	IP_JA	Als die Silvi zehn war, kam der Paul in die Schule, und der Kleine wurde geboren, und mit zehn hat – kriegte Silvi schon die Menstruation, so konnt' ich ihr das auch jetzt mit meiner Schwangerschaft und so konnt' ich ihr das auch ganz anders erklären, als das vielleicht normalerweise war.								
9	00:10:58.15	INT_AKE	Der Kleine wird grad geboren, hm.								
9	00:11:04.05	INT_AKE	Hm.								
9	00:11:09.22	INT_AKE	Hm								
9	00:11:12.21	IP_JA	Nur unser Paul, der fragte dann immer:								
9	00:11:15.03	IP_JA	„Oh Mutti, du warst doch so dick und so un...“								
9	00:11:18.02	IP_JA	Ja, dann haben wir und die Silvi hat auch viel gemacht, ne.								
9	00:11:21.05	INT_AKE	Hm								
9	00:11:21.08	IP_JA	Die hatte da auch 'ne glückliche Hand, um mit dem Paul umzugehen, ne.								
9	00:11:25.10	INT_AKE	Hm								
9	00:11:25.21	IP_JA	Überhaupt mit den Geschwistern (???)								
9	00:11:27.02	INT_AKE	Hat ’s eigentlich Schwierigkeiten 'mal mit der Silvi gegeben 'mal so irgendwie, also die dann so darauf zurückgeführt wurden, dass, dass, dass sie halt nicht die Tochter Ihres Mannes ist, oder?								
9	00:11:31.02	IP_JA	Ja ja, ja ja.								
9	00:11:35.06	IP_JA	Hm								
9	00:11:36.02	INT_AKE	Ja, auch								
9	00:11:37.10	IP_JA	Durch die Schwiegermutter.								
9	00:11:39.15	INT_AKE	Ach so, aber jetzt so bei Ihnen nicht, also oder in der Familie oder so?								
9	00:11:41.12	IP_JA	Zwisch...								
9	00:11:42.08	IP_JA	Nein, nein nein, aber es ist, äh, dadurch zur Sprache gekommen, es wär' sonst ja gar nicht zur Sprache gekommen, ne.								
9	00:11:46.10	INT_AKE	Hm.								
9	00:11:48.12	INT_AKE	Hm.								
9	00:11:50.01	INT_AKE	Und wie ist die Silvi damit fertiggeworden?								
9	00:11:51.24	IP_JA	Schwer.								
9	00:11:53.06	INT_AKE	Hm, ja, das glaub' ich.								
9	00:11:55.12	INT_AKE	(???) [längere Pause]								
9	00:12:03.14	INT_AKE	Aha, „Kindererziehung".								
9	00:12:06.05	INT_AKE	Können Sie sich ...								
9	00:12:06.17	INT_AKE	Ach nee, das geht nicht								
9	00:12:08.14	IP_JA	Was denn?								
9	00:12:09.10	INT_AKE	[lacht]								
9	00:12:09.23	INT_AKE	Wir haben die Frage, und die lautet:								
9	00:12:11.11	INT_AKE	Können Sie sich an Ihre erste Liebe erinnern?								
9	00:12:13.21	INT_AKE	Das geht nicht.								
9	00:12:13.22	IP_JA	Ja, sicher, das (???)								
